assembly_id,haplotype_label,path_length,valid_transition_count,transition_fraction,mean_node_consistency,mean_edge_consistency,rescued_node_count,questionable_node_count,consistency_score
APP_H_1,HEALTHY,82837,82836,1.0,0.9585717372381484,0.9999252503222259,3,0,0.9875490962681124
APP_H_2,HEALTHY,82835,82834,1.0,0.9585713192893371,0.9999380011214991,3,0,0.9875527961232509
APP_H_4,HEALTHY,82837,82836,1.0,0.9585691362900159,0.9999316264703157,4,0,0.9875502288280995
APP_H_5,HEALTHY,82836,82835,1.0,0.9585762233816927,0.9999255943395966,1,0,0.9875505453163869
APP_H_7,HEALTHY,82836,82835,1.0,0.958574171292096,0.9999311178463575,2,0,0.9875515867415361
APP_H_8,HEALTHY,82837,82836,1.0,0.9585689662295165,0.999931118677906,4,0,0.9875500254722267
APP_H_9,HEALTHY,82835,82834,1.0,0.9585681335720813,0.9999314523574957,4,0,0.9875498757788731
APP_H_10,HEALTHY,82834,82833,1.0,0.9585737533970085,0.9999386662758614,3,0,0.987553725901861
APP_H_11,HEALTHY,82836,82835,1.0,0.9585716493557227,0.999932468782096,4,0,0.9875512354413456
APP_H_12,HEALTHY,82837,82836,1.0,0.9585689662295165,0.999931118677906,4,0,0.9875500254722267
APP_H_13,HEALTHY,82836,82835,1.0,0.9585685499058249,0.9999312855156867,4,0,0.9875499506264533
APP_H_14,HEALTHY,82834,82833,1.0,0.9585734593817479,0.99993748777155,3,0,0.9875532841459893
APP_H_18,HEALTHY,82836,82835,1.0,0.9585685499058249,0.9999312855156867,4,0,0.9875499506264533
APP_H_19,HEALTHY,82838,82837,1.0,0.9585665346629759,0.9999282739900925,3,0,0.9875484425959205
APP_H_20,HEALTHY,82837,82836,1.0,0.9585661183149564,0.9999282779147074,3,0,0.9875483188688992
APP_H_21,HEALTHY,82837,82836,1.0,0.9585737133679418,0.9999437508432254,3,0,0.9875552392633502
APP_H_22,HEALTHY,82838,82837,1.0,0.9585701773745866,0.9999326978248368,4,0,0.987550862559827
APP_H_23,HEALTHY,82836,82835,1.0,0.9585688181963611,0.9999204174946176,4,0,0.9875467707072936
APP_U_1,UNHEALTHY,82837,82836,1.0,0.9585747506817138,0.9999400098355731,3,0,0.987554428155186
APP_U_2,UNHEALTHY,82835,82834,1.0,0.9585767271452718,0.9999495252609917,2,0,0.987557875721879
APP_U_3,UNHEALTHY,82837,82836,1.0,0.9585718589756689,0.9999377897682982,4,0,0.9875528946231901
APP_U_5,UNHEALTHY,82837,82836,1.0,0.9585714058104161,0.9999365521122365,4,0,0.9875523873767957
APP_U_6,UNHEALTHY,82837,82836,1.0,0.9585684716679971,0.9999335341007439,3,0,0.9875506017306224
APP_U_7,UNHEALTHY,82835,82834,1.0,0.9585782339336333,0.999922240014278,2,0,0.9875501421843733
APP_U_8,UNHEALTHY,82834,82833,1.0,0.958577803857846,0.999945382792302,2,0,0.9875569559950443
APP_U_9,UNHEALTHY,82834,82833,1.0,0.958577803857846,0.999945382792302,2,0,0.9875569559950443
APP_U_12,UNHEALTHY,82839,82838,1.0,0.9585659089218946,0.999923642191187,5,0,0.9875468653339246
APP_U_13,UNHEALTHY,82836,82835,1.0,0.9585688876356823,0.9999321286528853,4,0,0.9875503048865701
APP_U_14,UNHEALTHY,82839,82838,1.0,0.9585643498566698,0.999920064146734,6,0,0.9875453242010211
APP_U_15,UNHEALTHY,82833,82832,1.0,0.9585734233480543,0.9999441988236641,2,0,0.9875552866515156
APP_U_18,UNHEALTHY,82836,82835,1.0,0.9585742837591611,0.9999454268574673,3,0,0.9875559131849886
APP_U_19,UNHEALTHY,82836,82835,1.0,0.9585742837591611,0.9999454268574673,3,0,0.9875559131849886
APP_U_20,UNHEALTHY,82837,82836,1.0,0.958574620712488,0.9999336908049168,3,0,0.9875524934552213
APP_U_21,UNHEALTHY,82835,82834,1.0,0.9585767178732352,0.9999512946960115,2,0,0.9875584037707741
APP_U_22,UNHEALTHY,82836,82835,1.0,0.9585728585870675,0.9999427441481993,2,0,0.9875546808205801
APP_U_23,UNHEALTHY,82837,82836,1.0,0.9585684936939557,0.9999322088422842,4,0,0.987550210760872
